,dice,jaccard,acc,precision,recall,fpr,fnr,nfpr,kap,auc,inf,mk,hd,msd,mdsd,stdsd,hd95
0,0.9430082080466508,0.8921622809425476,0.9956016540527344,0.8921622809425476,0.9999998951672193,0.004564438532236343,0.0,0.12087220882692105,0.9407285418789387,0.9977177807338818,0.9954355614677637,0.8921623643845866,2.715287446975708,1.3129161010482282,1.279998779296875,0.45990169027607725,2.023855686187744
1,0.9563439569154637,0.9163401709331161,0.9954376220703125,0.9163401709331161,0.9999999236641279,0.004802364221573842,0.0,0.09129770992366412,0.9539418698616496,0.9975988178892131,0.9951976357784261,0.9163402350307779,2.307563304901123,1.1198958158493042,1.279998779296875,0.3606977164745331,1.8101916313171387
2,0.9435940203345026,0.8932115479252438,0.9954032897949219,0.8947975057885736,0.9980195070779773,0.0047015413727646204,0.001980393902327567,0.11733835033171601,0.9412055081717253,0.9966590323624539,0.9933180647249079,0.8947178658395176,6.526768684387207,1.2605497802055945,1.279998779296875,0.6003342784182552,1.920013427734375
3,0.9533773910644756,0.9109084620617125,0.9945945739746094,0.9109084620617125,0.9999999309773653,0.005721646131239921,0.0,0.09780508006626173,0.9505150107579488,0.99713917693438,0.9942783538687601,0.9109085193335429,3.200030565261841,1.2697289714069837,1.279998779296875,0.4377358433930964,1.920013427734375
4,0.9607875960397302,0.9245343804388058,0.9946823120117188,0.9245343804388058,0.9999999414451375,0.005688263546602697,0.0,0.08162548307764375,0.9579400832419401,0.9971558682266987,0.9943117364533973,0.9245344304893894,2.55999755859375,1.1775124825728764,1.279998779296875,0.39668614702298416,1.8102024793624878
5,0.9456485878209132,0.8969007646762559,0.9942893981933594,0.8974570396625291,0.9993093155839997,0.005973216842331093,0.0006906076818134068,0.1141804788213628,0.9426441734929398,0.9966680877379277,0.9933361754758555,0.8974207574032045,10.879996299743652,1.2990180145316936,1.279998779296875,1.1083745423787228,2.607270097732537
6,0.9470804074942119,0.8994802777297598,0.9952774047851562,0.8994802777297598,0.9999999097310065,0.004930974305836018,0.0,0.11175302401155443,0.9446161110975572,0.9975345128470819,0.995069025694164,0.899480350763235,2.638796091079712,1.1641071085001689,1.279998779296875,0.40315665346482504,1.8102142810821533
7,0.9450918372384415,0.895899634300262,0.994140625,0.9020129033085702,0.9924918543064903,0.00577112426094193,0.007508070612803468,0.10781590209475186,0.9420045118776172,0.9933604025631273,0.9867208051262546,0.9016089064962203,3.892981767654419,1.354684228381837,1.279998779296875,0.6471654575093788,2.6387739181518555
8,0.9449622184709116,0.8956667097754146,0.9928817749023438,0.8977246750882831,0.9974470113669358,0.007416166807203367,0.002552926366567474,0.11363636363636363,0.9411683270487721,0.9950154534131146,0.9900309068262292,0.8975568989549947,7.240787982940674,1.3733556333210084,1.279998779296875,0.9157095911118907,2.6387887001037598
9,0.9576285281411521,0.9187017814612916,0.9952507019042969,0.9187017814612916,0.9999999289217478,0.0050186435351460505,0.0,0.08849243016561234,0.9551177104689523,0.997490678232427,0.994981356464854,0.9187018414522659,2.7152981758117676,1.3264431953430176,1.279998779296875,0.45238614082336426,2.0238637924194336
10,0.9519520366886165,0.9083096098778295,0.9955635070800781,0.9083096098778295,0.9999999132019866,0.004640436014889153,0.0,0.10094609842895581,0.9496320902259542,0.9976797819925555,0.9953595639851108,0.9083096814884895,4.9985551834106445,1.248063138617975,1.279998779296875,0.5067652103567342,1.920013427734375
11,0.951277449287732,0.9070820958714451,0.9943695068359375,0.9075963147142658,0.9993757109602087,0.005921865262742444,0.0006242196820488499,0.1017478152309613,0.9482969344926699,0.9967269575276043,0.9934539150552087,0.9075598263300859,3.6203832626342773,1.292171682840512,1.279998779296875,0.5008606791502583,2.0238702297210693
12,0.9563799649090446,0.9164062903657197,0.9948959350585938,0.9166926494161209,0.9996591699271336,0.005386489708343645,0.00034076192048238804,0.09084713419205342,0.9536747718486422,0.997136374185587,0.994272748371174,0.9166723933107721,2.7152767181396484,1.1167630100563375,1.279998779296875,0.3875518154309142,1.8101916313171387
13,0.9470522131146649,0.8994294160739783,0.9931411743164062,0.8997313731126134,0.9996269427062698,0.007282835724573736,0.0003729951278754738,0.1114012184508268,0.943396166522877,0.9961720845737754,0.9923441691475507,0.8997068606732128,4.9985432624816895,1.2219098664957786,1.279998779296875,0.5102222562766245,1.920013427734375
14,0.9480531543155791,0.9012367480400152,0.9937553405761719,0.9012367480400152,0.9999999330566386,0.006622007529663489,0.0,0.10958628999866113,0.944740717412396,0.9966889962351683,0.9933779924703365,0.9012368024132731,4.874110221862793,1.2803479433059692,1.279998779296875,0.6708149909973145,2.69616836309433
15,0.9473184623504716,0.8999098288221944,0.9953384399414062,0.9067425182188232,0.9916959119328539,0.004500826461271677,0.008303997806300405,0.10199476487047568,0.9448849382368296,0.993597587866214,0.9871951757324279,0.9063746327907936,7.706613063812256,1.6720974312296935,1.2800140380859375,1.2646111819142425,4.6173254251480085
16,0.9576475584512365,0.9187368113498448,0.9949836730957031,0.9187368113498448,0.9999999327369387,0.0053179227937983605,0.0,0.08845093159346203,0.9549866215869885,0.9973410386031009,0.9946820772062016,0.9187368681250772,2.307563304901123,1.173209309577942,1.279998779296875,0.32598844170570374,1.8101916313171387
17,0.954939851718423,0.9137654452604078,0.9950675964355469,0.9137654452604078,0.9999999270126321,0.005204413063743341,0.0,0.09437267352747974,0.9523364927097512,0.9973977934681283,0.9947955869362567,0.913765506202481,2.0238702297210693,1.0843475823953825,1.279998779296875,0.376815357453397,1.8101807832717896
18,0.9497220418678608,0.904257805768759,0.9954452514648438,0.9054921386307903,0.9984946875779451,0.004692047021359191,0.0015052238794737135,0.10421462723570037,0.9473426189837845,0.9969013645495836,0.9938027290991671,0.9054241269130361,2.307563304901123,1.1455474171428182,1.279998779296875,0.4175793399775288,1.8102024793624878
19,0.9428038271192131,0.8917964813948743,0.9949684143066406,0.8933354512831415,0.9980718878009651,0.005166128010260106,0.0019280203885401774,0.11917003305178113,0.9401807651773282,0.9964529258005999,0.9929058516011997,0.8932515162930543,12.310648918151855,1.5662030342206,1.279998779296875,1.5974358762817018,4.047711372375488
20,0.9505521690699393,0.9057640990381807,0.9954910278320312,0.9063421694182553,0.9992962442346517,0.004681487370425731,0.0007036678068723893,0.10326325974140206,0.9481959112563262,0.997307422411351,0.9946148448227019,0.9063101915967775,2.3075506687164307,1.1686779986029612,1.279998779296875,0.3946787044804739,1.8102024793624878
21,0.9476402593620146,0.9004907948944479,0.9940452575683594,0.9004907948944479,0.9999999292085566,0.006293897998153771,0.0,0.11050545094152626,0.9444925826003159,0.9968530510009231,0.9937061020018463,0.9004908522980812,2.862164258956909,1.3088159975199223,1.279998779296875,0.5358760419661286,2.3075506687164307
22,0.9421191216205237,0.8905720302494896,0.9950675964355469,0.8905720302494896,0.9999999049700746,0.0051386807733111274,0.0,0.1228737052171434,0.9395522175652119,0.9974306596133444,0.9948613192266889,0.8905721056194991,3.2000060081481934,1.2599884910482755,1.279998779296875,0.40234668271190577,1.920013427734375
23,0.9531073006087841,0.9104154620268442,0.9938316345214844,0.9104154620268442,0.9999999391468424,0.006580901927138378,0.0,0.09839956185723849,0.9498137836594248,0.9967095490364308,0.9934190980728617,0.9104155124653741,2.7152981758117676,1.1777023077011108,1.279998779296875,0.3732995390892029,1.8102132081985474
24,0.94708311001364,0.8994851531215431,0.9957542419433594,0.8994851531215431,0.9999998995984036,0.004413444134388208,0.0,0.11174698795180722,0.9448780035578813,0.9977932779328059,0.9955865558656118,0.8994852343538335,2.7152981758117676,1.2885798381363673,1.279998779296875,0.4419727652066941,1.920013427734375
25,0.9487167056838528,0.9024367749522612,0.9958152770996094,0.9024367749522612,0.9999999014487138,0.004353226410023824,0.0,0.10811077165664729,0.946541369114051,0.997823386794988,0.9956467735899762,0.9024368552116684,2.862164258956909,1.3756718635559082,1.279998779296875,0.39436668157577515,2.023855686187744
26,0.94371753001544,0.893432918591591,0.9941253662109375,0.893432918591591,0.9999999225466716,0.006178957015407442,0.0,0.11927813492370846,0.9406288671743434,0.9969105214922963,0.9938210429845925,0.8934329804165801,2.3075506687164307,1.2025294379444518,1.279998779296875,0.38048600888468376,1.8102024793624878
